,Year,Player,Tm,Age,Pos,college
0,1950.0,Curly Armstrong,FTW,31.0,G-F,Indiana University
1,1950.0,Cliff Barker,INO,29.0,SG,University of Kentucky
2,1950.0,Leo Barnhorst,CHS,25.0,SF,University of Notre Dame
3,1950.0,Ed Bartels,TOT,24.0,F,North Carolina State University
4,1950.0,Ed Bartels,DNN,24.0,F,North Carolina State University
5,1950.0,Ed Bartels,NYK,24.0,F,North Carolina State University
6,1950.0,Ralph Beard,INO,22.0,G,University of Kentucky
7,1950.0,Gene Berce,TRI,23.0,G-F,Marquette University
8,1950.0,Charlie Black,TOT,28.0,F-C,University of Kansas
9,1950.0,Charlie Black,FTW,28.0,F-C,University of Kansas
10,1950.0,Charlie Black,AND,28.0,F-C,University of Kansas
11,1950.0,Nelson Bobb,PHW,25.0,PG,Temple University
12,1950.0,Jake Bornheimer,PHW,22.0,F-C,Muhlenberg College
13,1950.0,Vince Boryla,NYK,22.0,SF,University of Denver
14,1950.0,Don Boven,WAT,24.0,F-G,Western Michigan University
15,1950.0,Harry Boykoff,WAT,27.0,C,St. John's University
16,1950.0,Joe Bradley,CHS,21.0,G,Oklahoma State University
17,1950.0,Bob Brannum,SHE,24.0,PF,Michigan State University
18,1950.0,Carl Braun,NYK,22.0,G-F,Colgate University
19,1950.0,Frankie Brian,AND,26.0,G,Louisiana State University
20,1950.0,Price Brookfield,ROC,29.0,F-G,West Texas A&M University
21,1950.0,Bob Brown,DNN,26.0,F,Miami University
22,1950.0,Jim Browne,DNN,20.0,C,
23,1950.0,Walt Budko,BLB,24.0,PF,Columbia University
24,1950.0,Jack Burmaster,SHE,23.0,G,University of Illinois at Urbana-Champaign
25,1950.0,Tommy Byrnes,BLB,26.0,F-G,Seton Hall University
26,1950.0,Bill Calhoun,ROC,22.0,SG,City College of San Francisco
27,1950.0,Don Carlson,MNL,30.0,G-F,University of Minnesota
28,1950.0,Bob Carpenter,FTW,32.0,F-C,East Texas State University
29,1950.0,Jake Carter,TOT,25.0,F-C,East Texas State University
30,1950.0,Jake Carter,DNN,25.0,F-C,East Texas State University
31,1950.0,Jake Carter,AND,25.0,F-C,East Texas State University
32,1950.0,Al Cervi*,SYR,32.0,PG,
33,1950.0,John Chaney,TOT,29.0,F-C,Louisiana State University
34,1950.0,John Chaney,TRI,29.0,F-C,Louisiana State University
35,1950.0,John Chaney,SHE,29.0,F-C,Louisiana State University
36,1950.0,Leroy Chollet,SYR,24.0,F,Canisius College
37,1950.0,Bill Closs,AND,28.0,SF,Rice University
38,1950.0,Paul Cloyd,TOT,29.0,G-F,University of Wisconsin
39,1950.0,Paul Cloyd,BLB,29.0,G-F,University of Wisconsin
40,1950.0,Paul Cloyd,WAT,29.0,G-F,University of Wisconsin
41,1950.0,Jack Coleman,ROC,25.0,PF,University of Louisville
42,1950.0,Bobby Cook,SHE,26.0,G-F,University of Wisconsin
43,1950.0,Ray Corley,SYR,22.0,G,Georgetown University
44,1950.0,Jack Cotton,DNN,25.0,F-C,University of Wyoming
45,1950.0,Dillard Crocker,DNN,25.0,PF,Western Michigan University
46,1950.0,Chink Crossin,PHW,26.0,G,University of Pennsylvania
47,1950.0,Fran Curran,ROC,27.0,G,University of Notre Dame
48,1950.0,Jimmy Darden,DNN,27.0,G,University of Denver
49,1950.0,Bob Davies*,ROC,30.0,PG,
50,1950.0,Hook Dillon,WSC,26.0,F,University of North Carolina
51,1950.0,Earl Dodd,DNN,25.0,F,Truman State University
52,1950.0,Joe Dolhon,BLB,22.0,G,New York University
53,1950.0,Bob Doll,BOS,30.0,F-C,University of Colorado
54,1950.0,Harry Donovan,NYK,23.0,G,Muhlenberg College
55,1950.0,Andy Duncan,ROC,27.0,F-C,College of William & Mary
56,1950.0,Dike Eddleman,TRI,27.0,SF,University of Illinois at Urbana-Champaign
57,1950.0,Gene Englund,TOT,32.0,F-C,University of Wisconsin
58,1950.0,Gene Englund,BOS,32.0,F-C,University of Wisconsin
59,1950.0,Gene Englund,TRI,32.0,F-C,University of Wisconsin
60,1950.0,Bob Evans,INO,24.0,G,Butler University
61,1950.0,Johnny Ezersky,TOT,27.0,F-G,University of Rhode Island
62,1950.0,Johnny Ezersky,BLB,27.0,F-G,University of Rhode Island
63,1950.0,Johnny Ezersky,BOS,27.0,F-G,University of Rhode Island
64,1950.0,Bob Feerick,WSC,30.0,F-G,Santa Clara University
65,1950.0,George Feigenbaum,BLB,20.0,G,University of Kentucky
66,1950.0,Arnie Ferrin,MNL,24.0,F-G,University of Utah
67,1950.0,Jerry Fleishman,PHW,27.0,SG,New York University
68,1950.0,Joe Fulks*,PHW,28.0,PF,
69,1950.0,Bill Gabor,SYR,27.0,SG,Syracuse University
70,1950.0,Elmer Gainer,WAT,31.0,F-C,DePaul University
71,1950.0,Harry Gallatin*,NYK,22.0,F-C,
72,1950.0,Vern Gardner,PHW,24.0,SG,University of Utah
73,1950.0,Frank Gates,AND,29.0,G,Sam Houston State University
74,1950.0,Dee Gibson,TRI,26.0,F-G,Western Kentucky University
75,1950.0,Hoot Gibson,TOT,28.0,F-C,Creighton University
76,1950.0,Hoot Gibson,BOS,28.0,F-C,Creighton University
77,1950.0,Hoot Gibson,WAT,28.0,F-C,Creighton University
78,1950.0,Chuck Gilmur,WSC,27.0,F-C,University of Washington
79,1950.0,Normie Glick,MNL,22.0,F,Loyola Marymount University
80,1950.0,Paul Gordon,BLB,22.0,F,University of Notre Dame
81,1950.0,Joe Graboski,CHS,20.0,F-C,
82,1950.0,Bud Grant,MNL,22.0,F,University of Minnesota
83,1950.0,Don Grate,SHE,26.0,F-G,Ohio State University
84,1950.0,Alex Groza,INO,23.0,C,University of Kentucky
85,1950.0,Al Guokas,TOT,24.0,F-G,Saint Joseph's University
86,1950.0,Al Guokas,DNN,24.0,F-G,Saint Joseph's University
87,1950.0,Al Guokas,PHW,24.0,F-G,Saint Joseph's University
88,1950.0,Robert Hahn,CHS,24.0,C,North Carolina State University
89,1950.0,Chick Halbert,WSC,30.0,C,West Texas A&M University
90,1950.0,Bruce Hale,INO,31.0,G-F,Santa Clara University
91,1950.0,Dale Hamilton,WAT,30.0,G-F,Franklin College
92,1950.0,Alex Hannum*,SYR,26.0,PF,
93,1950.0,John Hargis,AND,29.0,G-F,University of Texas at Austin
94,1950.0,Bob Harris,FTW,22.0,F-C,Oklahoma State University
95,1950.0,Bob Harrison,MNL,22.0,G,University of Michigan
96,1950.0,Billy Hassett,TOT,28.0,G,University of Notre Dame
97,1950.0,Billy Hassett,TRI,28.0,G,University of Notre Dame
98,1950.0,Billy Hassett,MNL,28.0,G,University of Notre Dame
99,1950.0,Marshall Hawkins,INO,25.0,F,University of Tennessee
100,1950.0,Bill Henry,TOT,25.0,C,Rice University
101,1950.0,Bill Henry,FTW,25.0,C,Rice University
102,1950.0,Bill Henry,TRI,25.0,C,Rice University
103,1950.0,Bill Herman,DNN,25.0,G,Mount Union College
104,1950.0,Kleggie Hermsen,CHS,26.0,C-F,University of Minnesota
105,1950.0,Sonny Hertzberg,BOS,27.0,G,City College of New York
106,1950.0,Paul Hoffman,BLB,24.0,G-F,Purdue University
107,1950.0,Joe Holland,INO,24.0,SF,University of Kentucky
108,1950.0,Red Holzman*,ROC,29.0,PG,
109,1950.0,Gene James,NYK,24.0,F,Marshall University
110,1950.0,Howie Janotta,BLB,25.0,F,Seton Hall University
111,1950.0,Tony Jaros,MNL,29.0,F-G,University of Minnesota
112,1950.0,Buddy Jeannette*,BLB,32.0,G,
113,1950.0,Arnie Johnson,ROC,29.0,SF,Bemidji State University
114,1950.0,Ralph Johnson,TOT,28.0,PG,Huntington University
115,1950.0,Ralph Johnson,AND,28.0,PG,Huntington University
116,1950.0,Ralph Johnson,FTW,28.0,PG,Huntington University
117,1950.0,Wah Wah,INO,23.0,PF,
118,1950.0,Noble Jorgensen,SHE,24.0,C,University of Iowa
119,1950.0,George Kaftan,BOS,21.0,SF,College of the Holy Cross
120,1950.0,Leo Katkaveck,WSC,26.0,G,North Carolina State University
121,1950.0,Jack Kerris,TOT,25.0,PF,Loyola University of Chicago
122,1950.0,Jack Kerris,TRI,25.0,PF,Loyola University of Chicago
123,1950.0,Jack Kerris,FTW,25.0,PF,Loyola University of Chicago
124,1950.0,Bob Kinney,BOS,29.0,C-F,Rice University
125,1950.0,Walt Kirk,TOT,25.0,PG,University of Illinois at Urbana-Champaign
126,1950.0,Walt Kirk,AND,25.0,PG,University of Illinois at Urbana-Champaign
127,1950.0,Walt Kirk,TRI,25.0,PG,University of Illinois at Urbana-Champaign
128,1950.0,Leo Klier,FTW,26.0,F-G,University of Notre Dame
129,1950.0,Duane Klueh,TOT,24.0,G,Indiana State University
130,1950.0,Duane Klueh,DNN,24.0,G,Indiana State University
131,1950.0,Duane Klueh,FTW,24.0,G,Indiana State University
132,1950.0,Lee Knorek,BLB,28.0,C,University of Detroit Mercy
133,1950.0,Milo Komenich,AND,29.0,F-C,University of Wyoming
134,1950.0,Leo Kubiak,WAT,22.0,G,Bowling Green State University
135,1950.0,Frank Kudelka,CHS,24.0,G-F,Saint Mary's College of California
136,1950.0,Walt Lautenbach,SHE,27.0,G-F,University of Wisconsin
137,1950.0,Tony Lavelli,BOS,23.0,F,Yale University
138,1950.0,Ed Leede,BOS,22.0,F-G,Dartmouth College
139,1950.0,Andrew Levane,SYR,29.0,F-G,St. John's University
140,1950.0,Freddie Lewis,TOT,29.0,F-G,Eastern Kentucky University
141,1950.0,Freddie Lewis,TOT,29.0,F-G,Arizona State University
142,1950.0,Freddie Lewis,BLB,29.0,F-G,Eastern Kentucky University
143,1950.0,Freddie Lewis,BLB,29.0,F-G,Arizona State University
144,1950.0,Freddie Lewis,PHW,29.0,F-G,Eastern Kentucky University
145,1950.0,Freddie Lewis,PHW,29.0,F-G,Arizona State University
146,1950.0,Ron Livingstone,TOT,24.0,C,University of Wyoming
147,1950.0,Ron Livingstone,BLB,24.0,C,University of Wyoming
148,1950.0,Ron Livingstone,PHW,24.0,C,University of Wyoming
149,1950.0,John Logan,STB,29.0,G,Indiana University
150,1950.0,Ray Lumpp,NYK,26.0,G,New York University
151,1950.0,Ed Macauley*,STB,21.0,C-F,
152,1950.0,Johnny Macknowski,SYR,27.0,G-F,
153,1950.0,John Mahnken,TOT,27.0,C,Georgetown University
154,1950.0,John Mahnken,FTW,27.0,C,Georgetown University
155,1950.0,John Mahnken,TRI,27.0,C,Georgetown University
156,1950.0,John Mahnken,BOS,27.0,C,Georgetown University
157,1950.0,John Mandic,TOT,30.0,F-C,Oregon State University
158,1950.0,John Mandic,WSC,30.0,F-C,Oregon State University
159,1950.0,John Mandic,BLB,30.0,F-C,Oregon State University
160,1950.0,Slater Martin*,MNL,24.0,PG,
161,1950.0,Ariel Maughan,STB,26.0,F,Utah State University
162,1950.0,Matt Mazza,SHE,26.0,F,Michigan State University
163,1950.0,Mike McCarron,TOT,27.0,G,Seton Hall University
164,1950.0,Mike McCarron,BLB,27.0,G,Seton Hall University
165,1950.0,Mike McCarron,STB,27.0,G,Seton Hall University
166,1950.0,Dick McGuire*,NYK,24.0,PG,
167,1950.0,Bones McKinney,WSC,31.0,SF,University of North Carolina
168,1950.0,Mal McMullen,INO,22.0,F-C,Xavier University
169,1950.0,Dick Mehen,WAT,27.0,PF,University of Tennessee
170,1950.0,Ken Menke,WAT,27.0,G,University of Illinois at Urbana-Champaign
171,1950.0,Stan Miasek,CHS,25.0,C-F,
172,1950.0,Ed Mikan,TOT,24.0,C,DePaul University
173,1950.0,Ed Mikan,CHS,24.0,C,DePaul University
174,1950.0,Ed Mikan,ROC,24.0,C,DePaul University
175,1950.0,George Mikan*,MNL,25.0,C,
176,1950.0,Vern Mikkelsen*,MNL,21.0,PF,
177,1950.0,Al Miksis,WAT,21.0,C,Western Illinois University
178,1950.0,Murray Mitchell,AND,26.0,C,Sam Houston State University
179,1950.0,Leo Mogus,PHW,28.0,F-C,Youngstown State University
180,1950.0,Max Morris,SHE,24.0,F-C,Northwestern University
181,1950.0,Joe Mullaney,BOS,24.0,G,College of the Holy Cross
182,1950.0,Jerry Nagel,FTW,21.0,G,Loyola University of Chicago
183,1950.0,Jack Nichols,TOT,23.0,PF,University of Washington
184,1950.0,Jack Nichols,WSC,23.0,PF,University of Washington
185,1950.0,Jack Nichols,TRI,23.0,PF,University of Washington
186,1950.0,Richie Niemiera,TOT,28.0,G-F,University of Notre Dame
187,1950.0,Richie Niemiera,FTW,28.0,G-F,University of Notre Dame
188,1950.0,Richie Niemiera,AND,28.0,G-F,University of Notre Dame
189,1950.0,Paul Noel,NYK,25.0,F,University of Kentucky
190,1950.0,Jim Nolan,PHW,22.0,C,Georgia Institute of Technology
191,1950.0,Johnny Norlander,WSC,28.0,F,Hamline University
192,1950.0,George Nostrand,TOT,26.0,C-F,University of Wyoming
193,1950.0,George Nostrand,BOS,26.0,C-F,University of Wyoming
194,1950.0,George Nostrand,TRI,26.0,C-F,University of Wyoming
195,1950.0,George Nostrand,CHS,26.0,C-F,University of Wyoming
196,1950.0,Mike Novak,TOT,34.0,C-F,Loyola University of Chicago
197,1950.0,Mike Novak,ROC,34.0,C-F,Loyola University of Chicago
198,1950.0,Mike Novak,PHW,34.0,C-F,Loyola University of Chicago
199,1950.0,Dermie O'Connell,TOT,21.0,G,College of the Holy Cross
200,1950.0,Dermie O'Connell,BOS,21.0,G,College of the Holy Cross
201,1950.0,Dermie O'Connell,STB,21.0,G,College of the Holy Cross
202,1950.0,Andy O'Donnell,BLB,24.0,G,Loyola College in Maryland
203,1950.0,Dick O'Keefe,WSC,26.0,G-F,Santa Clara University
204,1950.0,John Oldham,FTW,26.0,G,Western Kentucky University
205,1950.0,Gene Ollrich,WAT,27.0,G,Drake University
206,1950.0,Johnny Orr,TOT,22.0,F,Beloit College
207,1950.0,Johnny Orr,STB,22.0,F,Beloit College
208,1950.0,Johnny Orr,WAT,22.0,F,Beloit College
209,1950.0,Don Otten,TOT,28.0,C,Bowling Green State University
210,1950.0,Don Otten,TRI,28.0,C,Bowling Green State University
211,1950.0,Don Otten,WSC,28.0,C,Bowling Green State University
212,1950.0,Mac Otten,TOT,24.0,F-C,Bowling Green State University
213,1950.0,Mac Otten,TRI,24.0,F-C,Bowling Green State University
214,1950.0,Mac Otten,STB,24.0,F-C,Bowling Green State University
215,1950.0,Red Owens,TOT,24.0,SG,Baylor University
216,1950.0,Red Owens,TRI,24.0,SG,Baylor University
217,1950.0,Red Owens,AND,24.0,SG,Baylor University
218,1950.0,Easy Parham,STB,28.0,F-G,Texas Wesleyan University
219,1950.0,Jack Parkinson,INO,25.0,G,University of Kentucky
220,1950.0,Charlie Parsley,PHW,24.0,G,Western Kentucky University
221,1950.0,Stan Patrick,TOT,27.0,F-G,University of Illinois at Urbana-Champaign
222,1950.0,Stan Patrick,WAT,27.0,F-G,University of Illinois at Urbana-Champaign
223,1950.0,Stan Patrick,SHE,27.0,F-G,University of Illinois at Urbana-Champaign
224,1950.0,Johnny Payak,TOT,23.0,SG,Bowling Green State University
225,1950.0,Johnny Payak,PHW,23.0,SG,Bowling Green State University
226,1950.0,Johnny Payak,WAT,23.0,SG,Bowling Green State University
227,1950.0,Warren Perkins,TRI,27.0,G-F,Tulane University
228,1950.0,Ed Peterson,SYR,25.0,C,Cornell University
229,1950.0,Jack Phelan,TOT,24.0,F,DePaul University
230,1950.0,Jack Phelan,WAT,24.0,F,DePaul University
231,1950.0,Jack Phelan,SHE,24.0,F,DePaul University
232,1950.0,Andy Phillip*,CHS,27.0,G-F,
233,1950.0,Jim Pollard*,MNL,27.0,SF,
234,1950.0,John Pritchard,WAT,23.0,C,Drake University
235,1950.0,Les Pugh,BLB,26.0,C-F,Ohio State University
236,1950.0,Don Putman,STB,27.0,G,University of Denver
237,1950.0,George Ratkovicz,SYR,27.0,PF,
238,1950.0,Don Ray,TRI,28.0,F-C,Western Kentucky University
239,1950.0,Chick Reiser,WSC,35.0,G-F,New York University
240,1950.0,Arnie Risen*,ROC,25.0,C,
241,1950.0,Tex Ritter,NYK,25.0,G-F,Eastern Kentucky University
242,1950.0,Bill Roberts,STB,24.0,C,University of Wyoming
243,1950.0,Red Rocha,STB,26.0,C,Oregon State University
244,1950.0,Kenny Rollins,CHS,26.0,PG,University of Kentucky
245,1950.0,Bob Royer,DNN,22.0,G,Indiana State University
246,1950.0,Jerry Rullo,PHW,26.0,G,Temple University
247,1950.0,Ed Sadowski,TOT,32.0,C,Seton Hall University
248,1950.0,Ed Sadowski,PHW,32.0,C,Seton Hall University
249,1950.0,Ed Sadowski,BLB,32.0,C,Seton Hall University
250,1950.0,Kenny Sailors,DNN,29.0,G,University of Wyoming
251,1950.0,Pep Saul,ROC,25.0,SG,Seton Hall University
252,1950.0,Herm Schaefer,MNL,31.0,G-F,Indiana University
253,1950.0,Marv Schatzman,BLB,22.0,F,Saint Louis University
254,1950.0,Fred Schaus,FTW,24.0,F,West Virginia University
255,1950.0,Dolph Schayes*,SYR,21.0,F-C,
256,1950.0,Milt Schoon,SHE,27.0,C,Valparaiso University
257,1950.0,Howie Schultz,TOT,27.0,PF,Hamline University
258,1950.0,Howie Schultz,AND,27.0,PF,Hamline University
259,1950.0,Howie Schultz,FTW,27.0,PF,Hamline University
260,1950.0,Dick Schulz,TOT,33.0,F-G,University of Wisconsin
261,1950.0,Dick Schulz,WSC,33.0,F-G,University of Wisconsin
262,1950.0,Dick Schulz,TRI,33.0,F-G,University of Wisconsin
263,1950.0,Dick Schulz,SHE,33.0,F-G,University of Wisconsin
264,1950.0,Fred Scolari,WSC,27.0,PG,University of San Francisco
265,1950.0,Wayne See,WAT,26.0,G,Northern Arizona University
266,1950.0,Glen Selbo,SHE,23.0,G-F,University of Wisconsin
267,1950.0,Rollie Seltz,AND,26.0,G-F,Hamline University
268,1950.0,Jim Seminoff,BOS,27.0,G-F,University of Southern California
269,1950.0,George Senesky,PHW,27.0,PG,Saint Joseph's University
270,1950.0,Paul Seymour,SYR,22.0,G-F,University of Toledo
271,1950.0,Carl Shaeffer,INO,25.0,F-G,University of Alabama
272,1950.0,Howie Shannon,BOS,26.0,G-F,Kansas State University
273,1950.0,Charley Shipp,WAT,36.0,G-F,Catholic University of America
274,1950.0,Connie Simmons,NYK,24.0,C-F,
275,1950.0,Belus Smawley,STB,31.0,SG,Appalachian State University
276,1950.0,Jack Smiley,TOT,27.0,F-G,University of Illinois at Urbana-Champaign
277,1950.0,Jack Smiley,AND,27.0,F-G,University of Illinois at Urbana-Champaign
278,1950.0,Jack Smiley,WAT,27.0,F-G,University of Illinois at Urbana-Champaign
279,1950.0,Chips Sobek,SHE,29.0,G-F,University of Notre Dame
280,1950.0,Odie Spears,CHS,24.0,SF,Western Kentucky University
281,1950.0,Art Spector,BOS,29.0,F,Villanova University
282,1950.0,Ed Stanczak,AND,28.0,F,
283,1950.0,Gene Stump,TOT,26.0,F-G,DePaul University
284,1950.0,Gene Stump,MNL,26.0,F-G,DePaul University
285,1950.0,Gene Stump,WAT,26.0,F-G,DePaul University
286,1950.0,Mike Todorovich,TOT,26.0,F-C,University of Wyoming
287,1950.0,Mike Todorovich,STB,26.0,F-C,University of Wyoming
288,1950.0,Mike Todorovich,TRI,26.0,F-C,University of Wyoming
289,1950.0,Jack Toomay,DNN,27.0,C-F,University of the Pacific
290,1950.0,Bob Tough,TOT,29.0,G-F,St. John's University
291,1950.0,Bob Tough,BLB,29.0,G-F,St. John's University
292,1950.0,Bob Tough,WAT,29.0,G-F,St. John's University
293,1950.0,Blackie Towery,BLB,29.0,F-C,Western Kentucky University
294,1950.0,Dick Triptow,BLB,27.0,G-F,DePaul University
295,1950.0,Butch Van,NYK,27.0,G-F,
296,1950.0,Gene Vance,TRI,26.0,G-F,University of Illinois at Urbana-Champaign
297,1950.0,Ernie Vandeweghe,NYK,21.0,F-G,Colgate University
298,1950.0,Floyd Volker,TOT,28.0,F-C,University of Wyoming
299,1950.0,Floyd Volker,INO,28.0,F-C,University of Wyoming
300,1950.0,Floyd Volker,DNN,28.0,F-C,University of Wyoming
301,1950.0,Whitey Von,TOT,27.0,G-F,
302,1950.0,Whitey Von,TRI,27.0,G-F,
303,1950.0,Whitey Von,BLB,27.0,G-F,
304,1950.0,Clint Wager,FTW,30.0,C-F,Saint Mary's University of Minnesota
305,1950.0,Danny Wagner,SHE,27.0,G,University of Texas at Austin
306,1950.0,Brady Walker,BOS,28.0,PF,Brigham Young University
307,1950.0,Paul Walther,TOT,22.0,SG,University of Tennessee
308,1950.0,Paul Walther,MNL,22.0,SG,University of Tennessee
309,1950.0,Paul Walther,INO,22.0,SG,University of Tennessee
310,1950.0,Bobby Wanzer*,ROC,28.0,G,
311,1950.0,Murray Wier,TRI,23.0,G,University of Iowa
312,1950.0,D.C. Wilcutt,STB,26.0,G,Saint Louis University
313,1950.0,Bob Wood,SHE,28.0,G,Northern Illinois University
314,1950.0,Max Zaslofsky,CHS,24.0,SG,St. John's University
315,,,,,,
316,1951.0,Paul Arizin*,PHW,22.0,SF,
317,1951.0,Curly Armstrong,FTW,32.0,G-F,Indiana University
318,1951.0,Cliff Barker,INO,30.0,SG,University of Kentucky
319,1951.0,Leo Barnhorst,INO,26.0,SF,University of Notre Dame
320,1951.0,Ed Bartels,WSC,25.0,F,North Carolina State University
321,1951.0,Ed Beach,TOT,22.0,F,West Virginia University
322,1951.0,Ed Beach,MNL,22.0,F,West Virginia University
323,1951.0,Ed Beach,TRI,22.0,F,West Virginia University
324,1951.0,Ralph Beard,INO,23.0,G,University of Kentucky
325,1951.0,Leon Blevins,INO,24.0,G,University of Arizona
326,1951.0,Nelson Bobb,PHW,26.0,PG,Temple University
327,1951.0,Ike Borsavage,PHW,26.0,C-F,Temple University
328,1951.0,Vince Boryla,NYK,23.0,SF,University of Denver
329,1951.0,Harry Boykoff,TOT,28.0,C,St. John's University
330,1951.0,Harry Boykoff,BOS,28.0,C,St. John's University
331,1951.0,Harry Boykoff,TRI,28.0,C,St. John's University
332,1951.0,Frankie Brian,TRI,27.0,G,Louisiana State University
333,1951.0,Walt Budko,BLB,25.0,PF,Columbia University
334,1951.0,Art Burris,FTW,26.0,SF,University of Tennessee
335,1951.0,Tommy Byrnes,TOT,27.0,F-G,Seton Hall University
336,1951.0,Tommy Byrnes,BLB,27.0,F-G,Seton Hall University
337,1951.0,Tommy Byrnes,WSC,27.0,F-G,Seton Hall University
338,1951.0,Tommy Byrnes,TRI,27.0,F-G,Seton Hall University
339,1951.0,Gerry Calabrese,SYR,25.0,SG,St. John's University
340,1951.0,Bill Calhoun,ROC,23.0,SG,City College of San Francisco
341,1951.0,Don Carlson,BLB,31.0,G-F,University of Minnesota
342,1951.0,Bob Carpenter,TOT,33.0,F-C,East Texas State University
343,1951.0,Bob Carpenter,FTW,33.0,F-C,East Texas State University
344,1951.0,Bob Carpenter,TRI,33.0,F-C,East Texas State University
345,1951.0,Al Cervi*,SYR,33.0,PG,
346,1951.0,Leroy Chollet,SYR,25.0,F,Canisius College
347,1951.0,Cal Christensen,TRI,23.0,SF,University of Toledo
348,1951.0,Nat Clifton*,NYK,28.0,PF,
349,1951.0,Bill Closs,PHW,29.0,SF,Rice University
350,1951.0,Jack Coleman,ROC,26.0,PF,University of Louisville
351,1951.0,Chuck Cooper,BOS,24.0,F,Duquesne University
352,1951.0,Ray Corley,TOT,23.0,G,Georgetown University
353,1951.0,Ray Corley,BLB,23.0,G,Georgetown University
354,1951.0,Ray Corley,TRI,23.0,G,Georgetown University
355,1951.0,Bob Cousy*,BOS,22.0,PG,
356,1951.0,Bob Davies*,ROC,31.0,PG,
357,1951.0,Hank DeZonie,TRI,28.0,C-F,Clark Atlanta University
358,1951.0,Joe Dolhon,BLB,23.0,G,New York University
359,1951.0,Bob Donham,BOS,24.0,SG,Ohio State University
360,1951.0,Andy Duncan,BOS,28.0,F-C,College of William & Mary
361,1951.0,Dike Eddleman,TRI,28.0,SF,University of Illinois at Urbana-Champaign
362,1951.0,Ray Ellefson,NYK,28.0,C,West Texas A&M University
363,1951.0,Arnie Ferrin,MNL,25.0,F-G,University of Utah
364,1951.0,Larry Foust,FTW,22.0,C,La Salle University
365,1951.0,Joe Fulks*,PHW,29.0,PF,
366,1951.0,Bill Gabor,SYR,28.0,SG,Syracuse University
367,1951.0,Harry Gallatin*,NYK,23.0,F-C,
368,1951.0,Vern Gardner,PHW,25.0,SG,University of Utah
369,1951.0,Ed Gayda,TRI,23.0,G-F,Washington State University
370,1951.0,Chuck Gilmur,WSC,28.0,F-C,University of Washington
371,1951.0,Bud Grant,MNL,23.0,F,University of Minnesota
372,1951.0,Alex Groza,INO,24.0,C,University of Kentucky
373,1951.0,Chick Halbert,TOT,31.0,C,West Texas A&M University
374,1951.0,Bruce Hale,INO,32.0,G-F,Santa Clara University
375,1951.0,Alex Hannum*,SYR,27.0,PF,
376,1951.0,John Hargis,TOT,30.0,G-F,University of Texas at Austin
377,1951.0,John Hargis,FTW,30.0,G-F,University of Texas at Austin
378,1951.0,John Hargis,TRI,30.0,G-F,University of Texas at Austin
379,1951.0,Bob Harris,TOT,23.0,F-C,Oklahoma State University
380,1951.0,Bob Harris,FTW,23.0,F-C,Oklahoma State University
381,1951.0,Bob Harris,BOS,23.0,F-C,Oklahoma State University
382,1951.0,Bob Harrison,MNL,23.0,G,University of Michigan
383,1951.0,Billy Hassett,BLB,29.0,G,University of Notre Dame
384,1951.0,Kleggie Hermsen,TOT,27.0,C-F,University of Minnesota
385,1951.0,Sonny Hertzberg,BOS,28.0,G,City College of New York
386,1951.0,Paul Hoffman,BLB,25.0,G-F,Purdue University
387,1951.0,Joe Holland,INO,25.0,SF,University of Kentucky
388,1951.0,Red Holzman*,ROC,30.0,PG,
389,1951.0,Joe Hutton,MNL,22.0,SG,Hamline University
390,1951.0,Gene James,TOT,25.0,F,Marshall University
391,1951.0,Gene James,NYK,25.0,F,Marshall University
392,1951.0,Gene James,BLB,25.0,F,Marshall University
393,1951.0,Tony Jaros,MNL,30.0,F-G,University of Minnesota
394,1951.0,Arnie Johnson,ROC,30.0,SF,Bemidji State University
395,1951.0,Ralph Johnson,FTW,29.0,PG,Huntington University
396,1951.0,Wah Wah,INO,24.0,PF,
397,1951.0,Noble Jorgensen,TOT,25.0,C,University of Iowa
398,1951.0,Noble Jorgensen,TRI,25.0,C,University of Iowa
399,1951.0,Noble Jorgensen,SYR,25.0,C,University of Iowa
400,1951.0,George Kaftan,NYK,22.0,SF,College of the Holy Cross
401,1951.0,Jack Kerris,FTW,26.0,PF,Loyola University of Chicago
402,1951.0,Duane Klueh,FTW,25.0,G,Indiana State University
403,1951.0,Frank Kudelka,TOT,25.0,G-F,Saint Mary's College of California
404,1951.0,Tony Lavelli,NYK,24.0,F,Yale University
405,1951.0,Bob Lavoy,INO,24.0,PF,Western Kentucky University
406,1951.0,Ed Leede,BOS,23.0,F-G,Dartmouth College
407,1951.0,Ron Livingstone,PHW,25.0,C,University of Wyoming
408,1951.0,Earl Lloyd*,WSC,22.0,SF,
409,1951.0,Don Lofgran,TOT,22.0,F-C,University of San Francisco
410,1951.0,John Logan,TRI,30.0,G,Indiana University
411,1951.0,Ray Lumpp,NYK,27.0,G,New York University
412,1951.0,Ed Macauley*,BOS,22.0,C-F,
413,1951.0,Johnny Macknowski,SYR,28.0,G-F,
414,1951.0,Norm Mager,BLB,24.0,F,City College of New York
415,1951.0,John Mahnken,TOT,28.0,C,Georgetown University
416,1951.0,John Mahnken,BOS,28.0,C,Georgetown University
417,1951.0,John Mahnken,INO,28.0,C,Georgetown University
418,1951.0,Slater Martin*,MNL,25.0,PG,
419,1951.0,Ariel Maughan,WSC,27.0,F,Utah State University
420,1951.0,Dick McGuire*,NYK,25.0,PG,
