,Year,Player,Tm,Age,Pos,college
20010,2009.0,Keyon Dooling,NJN,28.0,PG,University of Missouri
20011,2009.0,Joey Dorsey,HOU,25.0,PF,University of Memphis
20012,2009.0,Quincy Douby,TOT,24.0,PG,Rutgers University
20013,2009.0,Quincy Douby,SAC,24.0,PG,Rutgers University
20014,2009.0,Quincy Douby,TOR,24.0,PG,Rutgers University
20015,2009.0,Chris Douglas-Roberts,NJN,22.0,SG,University of Memphis
20016,2009.0,Goran Dragic,PHO,22.0,PG,
20017,2009.0,Jared Dudley,TOT,23.0,SF,Boston College
20018,2009.0,Jared Dudley,CHA,23.0,SF,Boston College
20019,2009.0,Jared Dudley,PHO,23.0,SF,Boston College
20020,2009.0,Chris Duhon,NYK,26.0,PG,Duke University
20021,2009.0,Tim Duncan,SAS,32.0,C,Wake Forest University
20022,2009.0,Mike Dunleavy,IND,28.0,SG,University of South Carolina
20023,2009.0,Mike Dunleavy,IND,28.0,SG,Duke University
20024,2009.0,Kevin Durant,OKC,20.0,SF,University of Texas at Austin
20025,2009.0,Monta Ellis,GSW,23.0,SG,
20026,2009.0,Francisco Elson,MIL,32.0,C,University of California
20027,2009.0,Melvin Ely,NOH,30.0,C,"California State University, Fresno"
20028,2009.0,Maurice Evans,ATL,30.0,SF,University of Texas at Austin
20029,2009.0,Reggie Evans,PHI,28.0,PF,University of Iowa
20030,2009.0,Jordan Farmar,LAL,22.0,PG,"University of California, Los Angeles"
20031,2009.0,Desmon Farmer,SAS,27.0,SG,University of Southern California
20032,2009.0,Raymond Felton,CHA,24.0,PG,University of North Carolina
20033,2009.0,Rudy Fernandez,POR,23.0,SG,
20034,2009.0,Kyrylo Fesenko,UTA,22.0,C,
20035,2009.0,Michael Finley,SAS,35.0,SF,University of Wisconsin
20036,2009.0,Derek Fisher,LAL,34.0,PG,University of Arkansas at Little Rock
20037,2009.0,T.J. Ford,IND,25.0,PG,University of Texas at Austin
20038,2009.0,Jeff Foster,IND,32.0,C,Texas State University
20039,2009.0,Randy Foye,MIN,25.0,SG,Villanova University
20040,2009.0,Adonal Foyle,TOT,33.0,C,Colgate University
20041,2009.0,Adonal Foyle,ORL,33.0,C,Colgate University
20042,2009.0,Adonal Foyle,MEM,33.0,C,Colgate University
20043,2009.0,Channing Frye,POR,25.0,PF,University of Arizona
20044,2009.0,Dan Gadzuric,MIL,30.0,C,"University of California, Los Angeles"
20045,2009.0,Danilo Gallinari,NYK,20.0,SG,
20046,2009.0,Francisco Garcia,SAC,27.0,SF,University of Louisville
20047,2009.0,Thomas Gardner,ATL,23.0,SG,University of Missouri
20048,2009.0,Kevin Garnett,BOS,32.0,PF,
20049,2009.0,Marc Gasol,MEM,24.0,C,
20050,2009.0,Pau Gasol,LAL,28.0,C,
20051,2009.0,Rudy Gay,MEM,22.0,SF,University of Connecticut
20052,2009.0,Devean George,DAL,31.0,SF,Augsburg College
20053,2009.0,Daniel Gibson,CLE,22.0,PG,University of Texas at Austin
20054,2009.0,J.R. Giddens,BOS,23.0,SF,University of New Mexico
20055,2009.0,Eddie Gill,MIL,30.0,PG,Weber State University
20056,2009.0,Manu Ginobili,SAS,31.0,SG,
20057,2009.0,Ryan Gomes,MIN,26.0,SF,Providence College
20058,2009.0,Drew Gooden,TOT,27.0,PF,University of Kansas
20059,2009.0,Drew Gooden,CHI,27.0,PF,University of Kansas
20060,2009.0,Drew Gooden,SAC,27.0,PF,University of Kansas
20061,2009.0,Drew Gooden,SAS,27.0,PF,University of Kansas
20062,2009.0,Ben Gordon,CHI,25.0,SG,University of Connecticut
20063,2009.0,Eric Gordon,LAC,20.0,SG,Indiana University
20064,2009.0,Marcin Gortat,ORL,24.0,PF,
20065,2009.0,Joey Graham,TOR,26.0,SF,Oklahoma State University
20066,2009.0,Stephen Graham,IND,26.0,SG,Oklahoma State University
20067,2009.0,Danny Granger,IND,25.0,SF,University of New Mexico
20068,2009.0,Aaron Gray,CHI,24.0,C,University of Pittsburgh
20069,2009.0,Gerald Green,DAL,23.0,SG,
20070,2009.0,Jeff Green,OKC,22.0,PF,Georgetown University
20071,2009.0,Willie Green,PHI,27.0,SG,University of Detroit Mercy
20072,2009.0,Donte Greene,SAC,20.0,SF,Syracuse University
20073,2009.0,Hamed Haddadi,MEM,23.0,C,
20074,2009.0,Malik Hairston,SAS,21.0,SG,University of Oregon
20075,2009.0,Richard Hamilton,DET,30.0,SG,University of Connecticut
20076,2009.0,Matt Harpring,UTA,32.0,SG,Georgia Institute of Technology
20077,2009.0,Al Harrington,TOT,28.0,PF,
20078,2009.0,Al Harrington,GSW,28.0,PF,
20079,2009.0,Al Harrington,NYK,28.0,PF,
20080,2009.0,Devin Harris,NJN,25.0,PG,University of Wisconsin
20081,2009.0,Jason Hart,TOT,30.0,PG,Syracuse University
20082,2009.0,Jason Hart,LAC,30.0,PG,Syracuse University
20083,2009.0,Jason Hart,DEN,30.0,PG,Syracuse University
20084,2009.0,Udonis Haslem,MIA,28.0,PF,University of Florida
20085,2009.0,Trenton Hassell,NJN,29.0,SF,Austin Peay State University
20086,2009.0,Spencer Hawes,SAC,20.0,C,University of Washington
20087,2009.0,Chuck Hayes,HOU,25.0,C,University of Kentucky
20088,2009.0,Jarvis Hayes,NJN,27.0,SF,University of Georgia
20089,2009.0,Brendan Haywood,WAS,29.0,C,University of North Carolina
20090,2009.0,Luther Head,TOT,26.0,PG-SG,University of Illinois at Urbana-Champaign
20091,2009.0,Luther Head,HOU,26.0,PG,University of Illinois at Urbana-Champaign
20092,2009.0,Luther Head,MIA,26.0,SG,University of Illinois at Urbana-Champaign
20093,2009.0,Walter Herrmann,DET,29.0,SF,
20094,2009.0,Roy Hibbert,IND,22.0,C,Georgetown University
20095,2009.0,J.J. Hickson,CLE,20.0,C,North Carolina State University
20096,2009.0,Nene Hilario,DEN,26.0,C,
20097,2009.0,George Hill,SAS,22.0,PG,Indiana University-Purdue University Indianapolis
20098,2009.0,Grant Hill,PHO,36.0,SF,Duke University
20099,2009.0,Steven Hill,OKC,23.0,PF,University of Arkansas
20100,2009.0,Kirk Hinrich,CHI,28.0,SG,University of Kansas
20101,2009.0,Ryan Hollins,TOT,24.0,C,"University of California, Los Angeles"
20102,2009.0,Ryan Hollins,CHA,24.0,C,"University of California, Los Angeles"
20103,2009.0,Ryan Hollins,DAL,24.0,C,"University of California, Los Angeles"
20104,2009.0,Al Horford,ATL,22.0,C,University of Florida
20105,2009.0,Eddie House,BOS,30.0,PG,Arizona State University
20106,2009.0,Dwight Howard,ORL,23.0,C,
20107,2009.0,Josh Howard,DAL,28.0,SF,Wake Forest University
20108,2009.0,Juwan Howard,TOT,35.0,SF-PF,University of Michigan
20109,2009.0,Juwan Howard,DEN,35.0,PF,University of Michigan
20110,2009.0,Juwan Howard,CHA,35.0,SF,University of Michigan
20111,2009.0,Larry Hughes,TOT,30.0,SF-SG,Saint Louis University
20112,2009.0,Larry Hughes,CHI,30.0,SF,Saint Louis University
20113,2009.0,Larry Hughes,NYK,30.0,SG,Saint Louis University
20114,2009.0,Kris Humphries,TOR,23.0,SF,University of Minnesota
20115,2009.0,Lindsey Hunter,CHI,38.0,PG,Jackson State University
20116,2009.0,Othello Hunter,ATL,22.0,PF,Ohio State University
20117,2009.0,Andre Iguodala,PHI,25.0,SF,University of Arizona
20118,2009.0,Zydrunas Ilgauskas,CLE,33.0,C,
20119,2009.0,Didier Ilunga-Mbenga,LAL,28.0,C,
20120,2009.0,Allen Iverson*,TOT,33.0,PG-SG,
20121,2009.0,Allen Iverson*,DEN,33.0,SG,
20122,2009.0,Allen Iverson*,DET,33.0,PG,
20123,2009.0,Royal Ivey,PHI,27.0,SG,University of Texas at Austin
20124,2009.0,Jarrett Jack,IND,25.0,SG,Georgia Institute of Technology
20125,2009.0,Bobby Jackson,SAC,35.0,PG,University of Minnesota
20126,2009.0,Darnell Jackson,CLE,23.0,PF,University of Kansas
20127,2009.0,Stephen Jackson,GSW,30.0,SF,Butler County Community College
20128,2009.0,Jerome James,NYK,33.0,C,Florida Agricultural and Mechanical University
20129,2009.0,LeBron James,CLE,24.0,SF,
20130,2009.0,Mike James,TOT,33.0,PG,Duquesne University
20131,2009.0,Mike James,TOT,33.0,PG,Lamar University
20132,2009.0,Mike James,NOH,33.0,PG,Duquesne University
20133,2009.0,Mike James,NOH,33.0,PG,Lamar University
20134,2009.0,Mike James,WAS,33.0,PG,Duquesne University
20135,2009.0,Mike James,WAS,33.0,PG,Lamar University
20136,2009.0,Antawn Jamison,WAS,32.0,PF,University of North Carolina
20137,2009.0,Marko Jaric,MEM,30.0,SG,
20138,2009.0,Nathan Jawai,TOR,22.0,PF,Midland College
20139,2009.0,Al Jefferson,MIN,24.0,C,
20140,2009.0,Dontell Jefferson,CHA,25.0,SG,University of Arkansas
20141,2009.0,Richard Jefferson,MIL,28.0,SF,University of Arizona
20142,2009.0,Jared Jeffries,NYK,27.0,SF,Indiana University
20143,2009.0,Yi Jianlian,NJN,21.0,PF,
20144,2009.0,Amir Johnson,DET,21.0,PF,
20145,2009.0,Anthony Johnson,ORL,34.0,PG,College of Charleston
20146,2009.0,Joe Johnson,ATL,27.0,SG,University of Arkansas
20147,2009.0,Linton Johnson,TOT,28.0,PF,Tulane University
20148,2009.0,Linton Johnson,CHA,28.0,PF,Tulane University
20149,2009.0,Linton Johnson,CHI,28.0,PF,Tulane University
20150,2009.0,Trey Johnson,CLE,24.0,SG,Jackson State University
20151,2009.0,Dahntay Jones,DEN,28.0,SG,Duke University
20152,2009.0,Damon Jones,MIL,32.0,PG,University of Houston
20153,2009.0,Dwayne Jones,CHA,25.0,PF,Saint Joseph's University
20154,2009.0,Fred Jones,LAC,29.0,SF,University of Oregon
20155,2009.0,James Jones,MIA,28.0,SF,University of Miami
20156,2009.0,Solomon Jones,ATL,24.0,C,University of South Florida
20157,2009.0,DeAndre Jordan,LAC,20.0,C,Texas A&M University
20158,2009.0,Chris Kaman,LAC,26.0,C,Central Michigan University
20159,2009.0,Jason Kapono,TOR,27.0,SG,"University of California, Los Angeles"
20160,2009.0,Jason Kidd,DAL,35.0,PG,University of California
20161,2009.0,Tarence Kinsey,CLE,24.0,SG,University of South Carolina
20162,2009.0,Andrei Kirilenko,UTA,27.0,PF,
20163,2009.0,Linas Kleiza,DEN,24.0,SF,University of Missouri
20164,2009.0,Brevin Knight,UTA,33.0,PG,Stanford University
20165,2009.0,Kyle Korver,UTA,27.0,SF,Creighton University
20166,2009.0,Kosta Koufos,UTA,19.0,C,Ohio State University
20167,2009.0,Nenad Krstic,OKC,25.0,C,
20168,2009.0,Rob Kurz,GSW,23.0,SF,University of Notre Dame
20169,2009.0,Carl Landry,HOU,25.0,PF,Purdue University
20170,2009.0,Acie Law,ATL,24.0,PG,Texas A&M University
20171,2009.0,Courtney Lee,ORL,23.0,SG,Western Kentucky University
20172,2009.0,David Lee,NYK,25.0,C,University of San Francisco
20173,2009.0,David Lee,NYK,25.0,C,University of Florida
20174,2009.0,Rashard Lewis,ORL,29.0,PF,
20175,2009.0,Shaun Livingston,TOT,23.0,PG,
20176,2009.0,Shaun Livingston,MIA,23.0,PG,
20177,2009.0,Shaun Livingston,OKC,23.0,PG,
20178,2009.0,Brook Lopez,NJN,20.0,C,Stanford University
20179,2009.0,Robin Lopez,PHO,20.0,C,Stanford University
20180,2009.0,Kevin Love,MIN,20.0,C,"University of California, Los Angeles"
20181,2009.0,Kyle Lowry,TOT,22.0,PG,Villanova University
20182,2009.0,Kyle Lowry,MEM,22.0,PG,Villanova University
20183,2009.0,Kyle Lowry,HOU,22.0,PG,Villanova University
20184,2009.0,Tyronn Lue,TOT,31.0,PG,University of Nebraska
20185,2009.0,Tyronn Lue,MIL,31.0,PG,University of Nebraska
20186,2009.0,Tyronn Lue,ORL,31.0,PG,University of Nebraska
20187,2009.0,Mark Madsen,MIN,33.0,C,Stanford University
20188,2009.0,Corey Maggette,GSW,29.0,PF,Duke University
20189,2009.0,Jamaal Magloire,MIA,30.0,C,University of Kentucky
20190,2009.0,Stephon Marbury,BOS,31.0,PG,Georgia Institute of Technology
20191,2009.0,Shawn Marion,TOT,30.0,SF,"University of Nevada, Las Vegas"
20192,2009.0,Shawn Marion,MIA,30.0,SF,"University of Nevada, Las Vegas"
20193,2009.0,Shawn Marion,TOR,30.0,SF,"University of Nevada, Las Vegas"
20194,2009.0,Sean Marks,NOH,33.0,C,University of California
20195,2009.0,Donyell Marshall,PHI,35.0,PF,University of Connecticut
20196,2009.0,Cartier Martin,CHA,24.0,SF,Kansas State University
20197,2009.0,Kenyon Martin,DEN,31.0,PF,University of Cincinnati
20198,2009.0,Kevin Martin,SAC,25.0,SG,Western Carolina University
20199,2009.0,Desmond Mason,OKC,31.0,SG,Oklahoma State University
20200,2009.0,Roger Mason,SAS,28.0,SG,University of Virginia
20201,2009.0,Jason Maxiell,DET,25.0,C,University of Cincinnati
20202,2009.0,Sean May,CHA,24.0,PF,University of North Carolina
20203,2009.0,O.J. Mayo,MEM,21.0,SG,University of Southern California
20204,2009.0,Luc Mbah,MIL,22.0,PF,
20205,2009.0,Rashad McCants,TOT,24.0,SG,University of North Carolina
20206,2009.0,Rashad McCants,MIN,24.0,SG,University of North Carolina
20207,2009.0,Rashad McCants,SAC,24.0,SG,University of North Carolina
20208,2009.0,Antonio McDyess,DET,34.0,PF,University of Alabama
20209,2009.0,JaVale McGee,WAS,21.0,C,"University of Nevada, Reno"
20210,2009.0,Tracy McGrady,HOU,29.0,SG,
20211,2009.0,Dominic McGuire,WAS,23.0,SF,"California State University, Fresno"
20212,2009.0,Josh McRoberts,IND,21.0,PF,Duke University
20213,2009.0,Pops Mensah-Bonsu,TOT,25.0,PF,George Washington University
20214,2009.0,Pops Mensah-Bonsu,SAS,25.0,PF,George Washington University
20215,2009.0,Pops Mensah-Bonsu,TOR,25.0,PF,George Washington University
20216,2009.0,Chris Mihm,LAL,29.0,C,University of Texas at Austin
20217,2009.0,C.J. Miles,UTA,21.0,SG,
20218,2009.0,Darius Miles,MEM,27.0,SF,
20219,2009.0,Darko Milicic,MEM,23.0,C,
20220,2009.0,Andre Miller,PHI,32.0,PG,University of Utah
20221,2009.0,Brad Miller,TOT,32.0,C,Purdue University
20222,2009.0,Brad Miller,SAC,32.0,C,Purdue University
20223,2009.0,Brad Miller,CHI,32.0,C,Purdue University
20224,2009.0,Mike Miller,MIN,28.0,SF,University of Florida
20225,2009.0,Paul Millsap,UTA,23.0,PF,Louisiana Tech University
20226,2009.0,Yao Ming*,HOU,28.0,C,
20227,2009.0,Cuttino Mobley,LAC,33.0,SG,University of Rhode Island
20228,2009.0,Nazr Mohammed,CHA,31.0,C,University of Kentucky
20229,2009.0,Jamario Moon,TOT,28.0,SF,Meridian Community College
20230,2009.0,Jamario Moon,TOR,28.0,SF,Meridian Community College
20231,2009.0,Jamario Moon,MIA,28.0,SF,Meridian Community College
20232,2009.0,Mikki Moore,TOT,33.0,PF-C,University of Nebraska
20233,2009.0,Mikki Moore,SAC,33.0,PF,University of Nebraska
20234,2009.0,Mikki Moore,BOS,33.0,C,University of Nebraska
20235,2009.0,Randolph Morris,ATL,23.0,C,University of Kentucky
20236,2009.0,Adam Morrison,TOT,24.0,SF,Gonzaga University
20237,2009.0,Adam Morrison,CHA,24.0,SF,Gonzaga University
20238,2009.0,Adam Morrison,LAL,24.0,SF,Gonzaga University
20239,2009.0,Anthony Morrow,GSW,23.0,SG,Georgia Institute of Technology
20240,2009.0,Troy Murphy,IND,28.0,PF,University of Notre Dame
20241,2009.0,Ronald Murray,ATL,29.0,SG,Shaw University
20242,2009.0,Dikembe Mutombo*,HOU,42.0,C,
20243,2009.0,Eduardo Najera,NJN,32.0,PF,University of Oklahoma
20244,2009.0,Steve Nash,PHO,34.0,PG,Santa Clara University
20245,2009.0,DeMarcus Nelson,GSW,23.0,PG,Duke University
20246,2009.0,Jameer Nelson,ORL,26.0,PG,Saint Joseph's University
20247,2009.0,Rasho Nesterovic,IND,32.0,C,
20248,2009.0,Demetris Nichols,TOT,24.0,SF,Syracuse University
20249,2009.0,Demetris Nichols,CHI,24.0,SF,Syracuse University
20250,2009.0,Demetris Nichols,NYK,24.0,SF,Syracuse University
20251,2009.0,Joakim Noah,CHI,23.0,C,University of Florida
20252,2009.0,Andres Nocioni,TOT,29.0,PF-SF,
20253,2009.0,Andres Nocioni,CHI,29.0,PF,
20254,2009.0,Andres Nocioni,SAC,29.0,SF,
20255,2009.0,Steve Novak,LAC,25.0,PF,Marquette University
20256,2009.0,Dirk Nowitzki,DAL,30.0,PF,
20257,2009.0,Patrick O'Bryant,TOT,22.0,C,Bradley University
20258,2009.0,Patrick O'Bryant,BOS,22.0,C,Bradley University
20259,2009.0,Patrick O'Bryant,TOR,22.0,C,Bradley University
20260,2009.0,Jermaine O'Neal,TOT,30.0,C,
20261,2009.0,Jermaine O'Neal,TOR,30.0,C,
20262,2009.0,Jermaine O'Neal,MIA,30.0,C,
20263,2009.0,Shaquille O'Neal*,PHO,36.0,C,
20264,2009.0,Fabricio Oberto,SAS,33.0,C,
20265,2009.0,Greg Oden,POR,21.0,C,Ohio State University
20266,2009.0,Lamar Odom,LAL,29.0,PF,University of Rhode Island
20267,2009.0,Emeka Okafor,CHA,26.0,C,University of Connecticut
20268,2009.0,Mehmet Okur,UTA,29.0,C,
20269,2009.0,Kevin Ollie,MIN,36.0,PG,University of Connecticut
20270,2009.0,Travis Outlaw,POR,24.0,SF,
20271,2009.0,Zaza Pachulia,ATL,24.0,C,
20272,2009.0,Anthony Parker,TOR,33.0,SG,Bradley University
20273,2009.0,Tony Parker,SAS,26.0,PG,
20274,2009.0,Chris Paul,NOH,23.0,PG,Wake Forest University
20275,2009.0,Sasha Pavlovic,CLE,25.0,SF,
20276,2009.0,Oleksiy Pecherov,WAS,23.0,C,
20277,2009.0,Kendrick Perkins,BOS,24.0,C,
20278,2009.0,Morris Peterson,NOH,31.0,SG,Michigan State University
20279,2009.0,Johan Petro,TOT,23.0,C,
20280,2009.0,Johan Petro,OKC,23.0,C,
20281,2009.0,Johan Petro,DEN,23.0,C,
20282,2009.0,Paul Pierce,BOS,31.0,SF,University of Kansas
20283,2009.0,Mickael Pietrus,ORL,26.0,SG,
20284,2009.0,James Posey,NOH,32.0,SG,Xavier University
20285,2009.0,Leon Powe,BOS,25.0,PF,University of California
20286,2009.0,Josh Powell,LAL,26.0,PF,North Carolina State University
20287,2009.0,Ronnie Price,UTA,25.0,PG,Utah Valley State College
20288,2009.0,Tayshaun Prince,DET,28.0,SF,University of Kentucky
20289,2009.0,Gabe Pruitt,BOS,22.0,SG,University of Southern California
20290,2009.0,Joel Przybilla,POR,29.0,C,University of Minnesota
20291,2009.0,Chris Quinn,MIA,25.0,PG,University of Notre Dame
20292,2009.0,Vladimir Radmanovic,TOT,28.0,SF,
20293,2009.0,Vladimir Radmanovic,LAL,28.0,SF,
20294,2009.0,Vladimir Radmanovic,CHA,28.0,SF,
20295,2009.0,Anthony Randolph,GSW,19.0,PF,Louisiana State University
20296,2009.0,Shavlik Randolph,POR,25.0,PF,Duke University
20297,2009.0,Zach Randolph,TOT,27.0,PF-C,Michigan State University
20298,2009.0,Zach Randolph,NYK,27.0,C,Michigan State University
20299,2009.0,Zach Randolph,LAC,27.0,PF,Michigan State University
20300,2009.0,Theo Ratliff,PHI,35.0,C,University of Wyoming
20301,2009.0,Michael Redd,MIL,29.0,SG,Ohio State University
20302,2009.0,J.J. Redick,ORL,24.0,SG,Duke University
20303,2009.0,Jason Richardson,TOT,28.0,SG,Michigan State University
20304,2009.0,Jason Richardson,CHA,28.0,SG,Michigan State University
20305,2009.0,Jason Richardson,PHO,28.0,SG,Michigan State University
20306,2009.0,Jeremy Richardson,ORL,24.0,SF,Delta State University
20307,2009.0,Quentin Richardson,NYK,28.0,SG,DePaul University
20308,2009.0,Luke Ridnour,MIL,27.0,PG,University of Oregon
20309,2009.0,Anthony Roberson,TOT,25.0,PG,University of Florida
20310,2009.0,Anthony Roberson,NYK,25.0,PG,University of Florida
20311,2009.0,Anthony Roberson,CHI,25.0,PG,University of Florida
20312,2009.0,Nate Robinson,NYK,24.0,PG,University of Washington
20313,2009.0,Sergio Rodriguez,POR,22.0,PG,
20314,2009.0,Rajon Rondo,BOS,22.0,PG,University of Kentucky
20315,2009.0,Derrick Rose,CHI,20.0,PG,University of Memphis
20316,2009.0,Malik Rose,TOT,34.0,SF-PF,Drexel University
20317,2009.0,Malik Rose,NYK,34.0,PF,Drexel University
20318,2009.0,Malik Rose,OKC,34.0,SF,Drexel University
20319,2009.0,Quinton Ross,MEM,27.0,SF,Southern Methodist University
20320,2009.0,Brandon Roy,POR,24.0,SG,University of Washington
20321,2009.0,Michael Ruffin,POR,32.0,PF,University of Tulsa
20322,2009.0,Brandon Rush,IND,23.0,SG,University of Kansas
20323,2009.0,Kareem Rush,PHI,28.0,SG,University of Missouri
20324,2009.0,John Salmons,TOT,29.0,SF,University of Miami
20325,2009.0,John Salmons,SAC,29.0,SF,University of Miami
20326,2009.0,John Salmons,CHI,29.0,SF,University of Miami
20327,2009.0,Cheikh Samb,TOT,24.0,C,
20328,2009.0,Cheikh Samb,DEN,24.0,C,
20329,2009.0,Cheikh Samb,LAC,24.0,C,
20330,2009.0,Cheikh Samb,NYK,24.0,C,
20331,2009.0,Brian Scalabrine,BOS,30.0,C,University of Southern California
20332,2009.0,Luis Scola,HOU,28.0,PF,
20333,2009.0,Thabo Sefolosha,TOT,24.0,SF-SG,
20334,2009.0,Thabo Sefolosha,CHI,24.0,SF,
20335,2009.0,Thabo Sefolosha,OKC,24.0,SG,
20336,2009.0,Mouhamed Sene,TOT,22.0,C,
20337,2009.0,Mouhamed Sene,OKC,22.0,C,
20338,2009.0,Mouhamed Sene,NYK,22.0,C,
20339,2009.0,Ramon Sessions,MIL,22.0,PG,"University of Nevada, Reno"
20340,2009.0,Walter Sharpe,DET,22.0,PF,University of Alabama at Birmingham
20341,2009.0,Bobby Simmons,NJN,28.0,SF,DePaul University
20342,2009.0,Cedric Simmons,TOT,23.0,PF,North Carolina State University
20343,2009.0,Cedric Simmons,CHI,23.0,PF,North Carolina State University
20344,2009.0,Cedric Simmons,SAC,23.0,PF,North Carolina State University
20345,2009.0,Courtney Sims,TOT,25.0,C,University of Michigan
20346,2009.0,Courtney Sims,PHO,25.0,C,University of Michigan
20347,2009.0,Courtney Sims,NYK,25.0,C,University of Michigan
20348,2009.0,Sean Singletary,TOT,23.0,PG,University of Virginia
20349,2009.0,Sean Singletary,PHO,23.0,PG,University of Virginia
20350,2009.0,Sean Singletary,CHA,23.0,PG,University of Virginia
20351,2009.0,James Singleton,DAL,27.0,PF,Murray State University
20352,2009.0,Brian Skinner,LAC,32.0,PF,Baylor University
20353,2009.0,Craig Smith,MIN,25.0,PF,Boston College
20354,2009.0,J.R. Smith,DEN,23.0,SG,
20355,2009.0,Joe Smith,TOT,33.0,C,University of Maryland
20356,2009.0,Joe Smith,OKC,33.0,C,University of Maryland
20357,2009.0,Joe Smith,CLE,33.0,C,University of Maryland
20358,2009.0,Josh Smith,ATL,23.0,PF,
20359,2009.0,Will Solomon,TOT,30.0,PG,Clemson University
20360,2009.0,Will Solomon,TOR,30.0,PG,Clemson University
20361,2009.0,Will Solomon,SAC,30.0,PG,Clemson University
20362,2009.0,Darius Songaila,WAS,30.0,C,Wake Forest University
20363,2009.0,Marreese Speights,PHI,21.0,C,University of Florida
20364,2009.0,Jerry Stackhouse,DAL,34.0,SG,University of North Carolina
20365,2009.0,DeShawn Stevenson,WAS,27.0,SG,
20366,2009.0,Peja Stojakovic,NOH,31.0,SF,
20367,2009.0,Amar'e Stoudemire,PHO,26.0,PF,
20368,2009.0,Rodney Stuckey,DET,22.0,PG,Eastern Washington University
20369,2009.0,Robert Swift,OKC,23.0,C,
20370,2009.0,Stromile Swift,TOT,29.0,PF,Louisiana State University
20371,2009.0,Stromile Swift,NJN,29.0,PF,Louisiana State University
20372,2009.0,Stromile Swift,PHO,29.0,PF,Louisiana State University
20373,2009.0,Wally Szczerbiak,CLE,31.0,SF,Miami University
20374,2009.0,Mike Taylor,LAC,23.0,PG,Iowa State University
20375,2009.0,Sebastian Telfair,MIN,23.0,PG,
20376,2009.0,Jason Terry,DAL,31.0,SG,University of Arizona
20377,2009.0,Etan Thomas,WAS,30.0,C,Syracuse University
20378,2009.0,Kenny Thomas,SAC,31.0,PF,University of New Mexico
20379,2009.0,Kurt Thomas,SAS,36.0,PF,Texas Christian University
20380,2009.0,Tim Thomas,TOT,31.0,PF,Villanova University
20381,2009.0,Tim Thomas,LAC,31.0,PF,Villanova University
20382,2009.0,Tim Thomas,NYK,31.0,PF,Villanova University
20383,2009.0,Tim Thomas,CHI,31.0,PF,Villanova University
20384,2009.0,Tyrus Thomas,CHI,22.0,PF,Louisiana State University
20385,2009.0,Jason Thompson,SAC,22.0,PF,Rider University
20386,2009.0,Al Thornton,LAC,25.0,SF,Florida State University
20387,2009.0,Anthony Tolliver,SAS,23.0,PF,Creighton University
20388,2009.0,Alando Tucker,PHO,24.0,SG,University of Wisconsin
20389,2009.0,Ronny Turiaf,GSW,26.0,C,Gonzaga University
20390,2009.0,Hedo Turkoglu,ORL,29.0,SF,
20391,2009.0,Ime Udoka,SAS,31.0,SF,Portland State University
20392,2009.0,Beno Udrih,SAC,26.0,PG,
20393,2009.0,Roko Ukic,TOR,24.0,PG,
20394,2009.0,Anderson Varejao,CLE,26.0,PF,
20395,2009.0,Jacque Vaughn,SAS,33.0,PG,University of Kansas
20396,2009.0,Charlie Villanueva,MIL,24.0,PF,University of Connecticut
20397,2009.0,Jake Voskuhl,TOR,31.0,C,University of Connecticut
20398,2009.0,Sasha Vujacic,LAL,24.0,SG,
20399,2009.0,Dwyane Wade,MIA,27.0,SG,Marquette University
20400,2009.0,Von Wafer,HOU,23.0,SG,Florida State University
20401,2009.0,Henry Walker,BOS,21.0,SF,Kansas State University
20402,2009.0,Ben Wallace,CLE,34.0,PF,Virginia Union University
20403,2009.0,Gerald Wallace,CHA,26.0,SF,University of Alabama
20404,2009.0,Rasheed Wallace,DET,34.0,C,University of North Carolina
20405,2009.0,Luke Walton,LAL,28.0,SF,University of Arizona
20406,2009.0,Hakim Warrick,MEM,26.0,PF,Syracuse University
20407,2009.0,C.J. Watson,GSW,24.0,PG,University of Tennessee
20408,2009.0,Earl Watson,OKC,29.0,PG,"University of California, Los Angeles"
20409,2009.0,Kyle Weaver,OKC,22.0,SG,Washington State University
20410,2009.0,Martell Webster,POR,22.0,SF,
20411,2009.0,Sonny Weems,DEN,22.0,SG,University of Arkansas
20412,2009.0,David West,NOH,28.0,PF,Xavier University
20413,2009.0,Delonte West,CLE,25.0,SG,Saint Joseph's University
20414,2009.0,Mario West,ATL,24.0,SG,Georgia Institute of Technology
20415,2009.0,Russell Westbrook,OKC,20.0,PG,"University of California, Los Angeles"
20416,2009.0,D.J. White,OKC,22.0,PF,Indiana University
20417,2009.0,James White,HOU,26.0,SF,University of Cincinnati
20418,2009.0,Chris Wilcox,TOT,26.0,C,University of Maryland
20419,2009.0,Chris Wilcox,OKC,26.0,C,University of Maryland
20420,2009.0,Chris Wilcox,NYK,26.0,C,University of Maryland
20421,2009.0,Damien Wilkins,OKC,29.0,SG,University of Georgia
20422,2009.0,Deron Williams,UTA,24.0,PG,University of Illinois at Urbana-Champaign
20423,2009.0,Jawad Williams,CLE,25.0,SF,University of North Carolina
20424,2009.0,Lou Williams,PHI,22.0,SG,
20425,2009.0,Marcus Williams,GSW,23.0,PG,University of Connecticut
20426,2009.0,Marcus Williams,GSW,23.0,PG,University of Arizona
20427,2009.0,Marcus Williams,SAS,22.0,PF,University of Connecticut
